#SYM,AVAILABLE,REBATERATE,FEERATE
CTA,200000,-1.5183,6.8383
CTABF,55000,3.4403,1.8797
CTARF,8000,-20.2587,25.5787
CTAS,600000,5.0700,0.2500
CTBB,450000,-2.4601,7.7801
CTBG,1000,5.0700,0.2500
CTBI,100000,4.1595,1.1605
CTBK,60000,4.8173,0.5027
CTCC,700000,5.0700,0.2500
CTCX,55000,-64.1498,69.4698
CTDD,700000,-96.3799,101.6999
CTEC,55000,-6.5304,11.8504
CTESY,200000,-27.6396,32.9596
CTEX,55000,-6.0000,11.3200
CTGL,75000,5.0700,0.2500
CTGO,9000,0.8422,4.4778
CTHR,1100000,0.3866,4.9334
CTIHY,100,5.0700,0.2500
CTJHY,800,5.0700,0.2500
CTKB,2900000,5.0316,0.2884
CTKYY,300000,-2.7891,8.1091
CTLH,650000,5.0700,0.2500
CTLP,450000,4.9119,0.4081
CTLPP,2000,5.0700,0.2500
CTLT,1500000,4.9119,0.4081
CTM,2000000,-24.4768,29.7968
CTMCF,15000,-1.7558,7.0758
CTMX,400000,4.3814,0.9386
CTNO,250000,5.0700,0.2500
CTNR,900,5.0700,0.2500
CTNT,10000,-103.5279,108.8479
CTO,300000,4.6619,0.6581
CTOP,13,5.0700,0.2500
CTOS,500000,4.9116,0.4084
CTOWY,100,5.0700,0.2500
CTPCY,200,5.0700,0.2500
CTQN,40000,5.0700,0.2500
CTR,100000,-1.4865,6.8065
CTRA,8100000,5.0700,0.2500
CTRE,1900000,5.0700,0.2500
CTRM,3200000,-0.3063,5.6263
CTRN,85000,4.5028,0.8172
CTRYY,3000,-2.3134,7.6334
CTS,150000,4.8853,0.4347
CTSDF,100000,3.7127,1.6073
CTSH,6700000,5.0700,0.2500
CTSO,350000,2.9318,2.3882
CTTAY,150000,-2.4709,7.7909
CTTH,150000,4.5963,0.7237
CTUY,300,-5.6529,10.9729
CTV,2300000,3.6792,1.6408
CTVA,6200000,5.0700,0.2500
CTVEF,100000,5.0700,0.2500
CTVZ,500,5.0700,0.2500
CTXAY,4000,-0.5765,5.8965
CTXDF,1000,-8.0712,13.3912
CTXR,800000,1.4681,3.8519
CTXV,2000,5.0700,0.2500
CTXXF,90000,4.8902,0.4298
CTYI,80,5.0700,0.2500
CTYP,100,5.0700,0.2500
CUAU,200000,5.0700,0.2500
CUAUF,90000,-1.8818,7.2018
CUBA,500000,-23.6678,28.9878
CUBB,15000,-387.3083,392.6283
CUBE,1300000,5.0700,0.2500
CUBI,550000,4.9156,0.4044
CUBT,4700000,-5.3282,10.6482
CUE,500000,4.8326,0.4874
CUEN,100000,-213.6275,218.9475
CUGCY,300,NA,NA
CUII,1000,5.0700,0.2500
CUK,5000000,3.9690,1.3510
CULL,20000,3.7425,1.5775
CULP,150000,4.6737,0.6463
CULTF,300000,-21.1991,26.5191
CURE,80000,-4.4691,9.7891
CURI,1100000,2.5628,2.7572
CURLF,500000,1.1619,4.1581
CURM,400,5.0700,0.2500
CURN,100000,-1.5935,6.9135
CURO,1400000,-2.3873,7.7073
CURV,3000,-50.0866,55.4066
CURXQ,650000,5.0700,0.2500
CUSI,10000,5.0700,0.2500
CUT,20000,-14.9923,20.3123
CUYTY,100,-19.2501,24.5701
CUZ,2100000,4.8916,0.4284
CVAC,100000,-3.4520,8.7720
CVAS,15000,5.0700,0.2500
CVAT,400000,-12.7930,18.1130
CVBF,1200000,4.9794,0.3406
CVCO,50000,4.9114,0.4086
CVCY,40000,3.9664,1.3536
CVE,3800000,4.9912,0.3288
CVEO,200000,3.0737,2.2463
CVGI,1900000,4.5672,0.7528
CVGRF,100000,5.0700,0.2500
CVGW,150000,4.8698,0.4502
CVHL,400000,5.0700,0.2500
CVHSY,30000,-9.1046,14.4246
CVI,100000,5.0594,0.2606
CVIE,90000,0.4709,4.8491
CVII,75000,-4.5757,9.8957
CVIIU,55000,4.1000,1.2200
CVIT,15000,5.0700,0.2500
CVKD,200000,-104.9647,110.2847
CVLC,40000,-1.1070,6.4270
CVLG,65000,4.1483,1.1717
CVLT,450000,4.9666,0.3534
CVLY,80000,4.2385,1.0815
CVM,7000,-23.2693,28.5893
CVMC,200,-1.3884,6.7084
CVNA,550000,4.8928,0.4272
CVNSQ,250000,5.0700,0.2500
CVOVQ,300000,-130.3597,135.6797
CVR,4000,-33.4873,38.8073
CVRT,300000,-11.9427,17.2627
CVRX,300000,4.4537,0.8663
CVS,10000000,4.9119,0.4081
CVSI,3700000,-1.7558,7.0758
CVST,1000,5.0700,0.2500
CVU,80000,4.8003,0.5197
CVV,250000,4.8416,0.4784
CVVT,550000,-7.2099,12.5299
CVVUF,1600000,-17.4595,22.7795
CVWFF,2000,-10.7710,16.0910
CVX,10000000,5.0700,0.2500
CVY,10000,-5.5037,10.8237
CW,300000,4.5655,0.7545
CWAN,3800000,4.9119,0.4081
CWB,650000,5.0700,0.2500
CWBC,40000,3.8886,1.4314
CWBHF,1900000,-27.3275,32.6475
CWBK,15000,-2.2664,7.5864
CWBR,20000,-45.9228,51.2428
CWBYF,300000,5.0700,0.2500
CWCO,100000,4.9365,0.3835
CWD,100000,-53.1712,58.4912
CWEB,500000,3.3640,1.9560
CWEGF,200000,0.6474,4.6726
CWEN,650000,4.8469,0.4731
CWEN.A,200000,4.8876,0.4324
CWGL,200000,3.7802,1.5398
CWH,600000,4.9290,0.3910
CWI,750000,-1.1854,6.5054
CWID,2000,5.0700,0.2500
CWIR,750000,5.0700,0.2500
CWK,1000000,4.8361,0.4839
CWLTQ,1000000,5.0700,0.2500
CWNOF,400,5.0700,0.2500
CWPE,50000,-13.4471,18.7671
CWPS,10000,5.0700,0.2500
CWRN,4600000,5.0700,0.2500
CWS,40000,-3.9594,9.2794
CWSFD,45000,-18.6913,24.0113
CWST,850000,5.0570,0.2630
CWT,500000,5.0393,0.2807
CWTC,1,5.0700,0.2500
CWTRQ,100000,3.1155,2.2045
CWVLF,3000,5.0700,0.2500
CWYUF,2000,4.6954,0.6246
CX,9500000,4.5704,0.7496
CXAI,450000,-45.5890,50.9090
CXBMF,800000,1.1252,4.1948
CXBS,2000,5.0700,0.2500
CXDO,150000,4.1201,1.1999
CXE,150000,-1.6591,6.9791
CXH,40000,-35.8939,41.2139
CXIA,100000,5.0700,0.2500
CXM,1900000,4.9478,0.3722
CXSE,100000,-4.1867,9.5067
CXT,250000,5.0700,0.2500
CXTE,10000,5.0700,0.2500
CXW,1500000,4.9119,0.4081
CXXIF,550000,-7.3124,12.6324
CXXMF,10000,NA,NA
CYAN,200000,-13.0201,18.3401
CYAP,30000,5.0700,0.2500
CYBCF,80000,-18.3185,23.6385
CYBD,50000,5.0700,0.2500
CYBF,6000,5.0700,0.2500
CYBG,55000,5.0700,0.2500
CYBL,10000000,-8.2380,13.5580
CYBN,5000000,-2.0221,7.3421
CYBQY,5000,5.0700,0.2500
CYBR,550000,5.0700,0.2500
CYCA,4300000,4.3106,1.0094
CYCC,10000,-8.3143,13.6343
CYCCP,1000,-11.4018,16.7218
CYCN,30000,-5.0074,10.3274
CYD,850000,3.7536,1.5664
CYDVF,550000,1.7691,3.5509
CYDX,600,5.0700,0.2500
CYDY,8800000,-1.2551,6.5751
CYFL,200,-8.2380,13.5580
CYGE,150000,5.0700,0.2500
CYH,1100000,3.5237,1.7963
CYIG,9000,5.0700,0.2500
CYIO,8100000,-7.2767,12.5967
CYLC,9000,5.0700,0.2500
CYLN,10000,5.0700,0.2500
CYLO,250000,5.0700,0.2500
CYLYF,100000,-5.9970,11.3170
CYMHF,2000,5.0700,0.2500
CYN,2800000,-34.8863,40.2063
CYNS,10000,5.0700,0.2500
CYNX,10000000,5.0700,0.2500
CYPE,70000,5.0700,0.2500
CYPJ,300000,5.0700,0.2500
CYPS,450000,5.0700,0.2500
CYPW,350000,5.0700,0.2500
CYRD,45000,5.0700,0.2500
CYRNQ,300000,-2.7041,8.0241
CYRS,350000,5.0700,0.2500
CYRX,300000,4.7267,0.5933
CYSG,1300000,5.0700,0.2500
CYSM,9000,4.2522,1.0678
CYSNF,15000,-1.3401,6.6601
CYT,1500000,-1.9753,7.2953
CYTH,150000,-10.4281,15.7481
CYTK,800000,5.0395,0.2805
CYTL,15000,5.0700,0.2500
CYTO,60000,-178.7657,184.0857
CYUR,200000,5.0700,0.2500
CYVF,10000,4.9010,0.4190
CYXI,400000,5.0700,0.2500
CZA,1000,-0.5765,5.8965
CZAR,5000,-1.3884,6.7084
CZBC,2000,5.0700,0.2500
CZBS,75000,4.2522,1.0678
CZBT,2000,-7.9262,13.2462
CZFS,15000,-0.8472,6.1672
CZMWY,100,-6.2598,11.5798
CZNC,100000,4.6600,0.6600
CZOO,55000,-86.8177,92.1377
CZR,3000000,4.9266,0.3934
CZWI,3000,4.2907,1.0293
D,6800000,5.0489,0.2711
DAAT,30000,5.0700,0.2500
DAC,400000,4.6787,0.6413
DADA,7000000,4.8335,0.4865
DAIO,150000,-0.8472,6.1672
DAKPQ,1500000,5.0700,0.2500
DAKT,550000,4.9083,0.4117
DAL,8400000,4.9119,0.4081
DALI,75000,1.7037,3.6163
DALN,75000,4.8425,0.4775
DALT,15000,-19.2392,24.5592
DAN,1300000,4.9412,0.3788
DANOY,1500000,2.8358,2.4842
DANR,1200000,5.0700,0.2500
DAO,650000,4.9408,0.3792
DAPP,150000,-1.0887,6.4087
DAPR,45000,-0.4786,5.7986
DAR,1900000,5.0642,0.2558
DARE,2100000,2.9711,2.3489
DARP,1000,-20.1374,25.4574
DASH,10000000,5.0700,0.2500
DASTY,500000,0.5000,4.8200
DAT,9000,-3.0122,8.3322
DATI,20000,5.0700,0.2500
DATS,100000,-112.2359,117.5559
DAUG,10000,-15.7319,21.0519
DAVA,1000000,5.0409,0.2791
DAVE,200000,-2.5833,7.9033
DAVNQ,1000,5.0700,0.2500
DAWN,300000,4.9181,0.4019
DAX,7000,-11.0993,16.4193
DAY,600,4.8361,0.4839
DB,2200000,5.0060,0.3140
DBA,200000,3.4837,1.8363
DBAW,10000,-5.3126,10.6326
DBB,150000,-7.1283,12.4483
DBC,850000,3.5010,1.8190
DBCCF,950000,-46.4831,51.8031
DBD,30000,4.8665,0.4535
DBEF,200000,3.8248,1.4952
DBEH,1000,-2.4935,7.8135
DBEM,70000,-0.5765,5.8965
DBEU,30000,-2.7308,8.0508
DBEZ,1000,-4.0947,9.4147
DBGF,250000,5.0700,0.2500
DBGI,60000,-70.5649,75.8849
DBI,700000,4.7168,0.6032
DBIN,4000,5.0700,0.2500
DBJP,7000,-0.7689,6.0889
DBL,400000,-0.7060,6.0260
DBMF,750000,1.4003,3.9197
DBMG,400,5.0700,0.2500
DBMM,4600000,5.0700,0.2500
DBND,150000,-5.7077,11.0277
DBO,100000,-8.8308,14.1508
DBOEY,15000,-10.4197,15.7397
DBP,25000,0.9836,4.3364
DBRG,1800000,4.9673,0.3527
DBRM,10000,5.0700,0.2500
DBSDY,250000,2.6710,2.6490
DBTB,300000,5.0700,0.2500
DBVT,95000,-22.2508,27.5708
DBX,3200000,4.9119,0.4081
DBYC,7500000,5.0700,0.2500
DC,650000,2.3764,2.9436
DCAC,10000000,5.0700,0.2500
DCBO,65000,4.3945,0.9255
DCDC,1200000,5.0700,0.2500
DCF,10000,-76.3532,81.6732
DCFC,3000,-63.8490,69.1690
DCGO,400000,4.9435,0.3765
DCI,650000,4.8752,0.4448
DCIU,20000,5.0700,0.2500
DCLIF,250000,-11.8233,17.1433
DCLT,950000,5.0700,0.2500
DCMDF,100000,-1.0584,6.3784
DCNMQ,400000,5.0700,0.2500
DCNNF,35000,5.0700,0.2500
DCO,200000,4.9110,0.4090
DCOM,300000,4.8361,0.4839
DCOMP,10000,-9.2367,14.5567
DCOR,100000,-7.0717,12.3917
DCPH,1200000,4.2948,1.0252
DCRE,15000,-2.2003,7.5203
DCSX,600,5.0700,0.2500
DCTH,450000,1.9994,3.3206
DCTIF,40000,-2.3924,7.7124
DD,4000000,4.8902,0.4298
DDC,20000,-50.3675,55.6875
DDCC,550000,5.0700,0.2500
DDD,1700000,4.8958,0.4242
DDDX,1300000,-9.5500,14.8700
DDEC,150000,1.6297,3.6903
DDEJF,75000,-2.6392,7.9592
DDEQ,65000,5.0700,0.2500
DDI,200000,-3.3911,8.7111
DDIV,400,2.1623,3.1577
DDL,650000,4.6832,0.6368
DDLS,3000,-39.0726,44.3926
DDM,100000,-2.5059,7.8259
DDMGQ,500000,4.7793,0.5407
DDNFF,650000,4.2331,1.0869
DDOG,3200000,5.0700,0.2500
DDS,25000,4.1040,1.2160
DDT,45000,-21.4079,26.7279
DDWM,10000,0.3915,4.9285
DDXSQ,10000,5.0700,0.2500
DE,2500000,4.9119,0.4081
DEA,500000,5.0487,0.2713
DEC,100000,-6.2545,11.5745
DECA,4000,2.3883,2.9317
DECK,150000,4.9254,0.3946
DECN,250000,3.2779,2.0421
DECT,5000,-4.5458,9.8658
DECW,100,5.0700,0.2500
DECZ,20000,-23.6071,28.9271
DEED,60000,-0.0564,5.3764
DEEF,10000,-7.3315,12.6515
DEEP,20000,-1.6591,6.9791
DEER,900000,2.5344,2.7856
DEFG,15000,-12.8336,18.1536
DEFI,400,-61.3332,66.6532
DEFTF,1700000,-3.2345,8.5545
DEHP,100000,-8.1542,13.4742
DEI,1300000,5.0398,0.2802
DELCF,30000,5.0700,0.2500
DELKY,35000,4.5655,0.7545
DELL,3700000,5.0627,0.2573
DEM,400000,0.2700,5.0500
DEMO,80000,5.0700,0.2500
DEMZ,20000,-0.8893,6.2093
DENG,40000,5.0700,0.2500
DENI,100,5.0700,0.2500
DENN,300000,4.8845,0.4355
DEO,350000,4.9711,0.3489
DEQI,9000,5.0700,0.2500
DERM,350000,-1.1583,6.4783
DES,300000,-1.1178,6.4378
DESK,8000,-1.3884,6.7084
DESP,1300000,2.2759,3.0441
DEUS,10000,1.8592,3.4608
DEVM,60000,5.0700,0.2500
DEW,8000,-5.1773,10.4973
DEWM,6900000,5.0700,0.2500
DEWY,300,5.0700,0.2500
DFAC,7400000,4.0439,1.2761
DFAE,1800000,2.4388,2.8812
DFAI,1800000,-0.4505,5.7705
DFAR,500000,-2.6437,7.9637
DFAS,1000000,-0.1668,5.4868
DFAT,2100000,1.5298,3.7902
DFAU,500000,1.2941,4.0259
DFAX,2100000,3.9943,1.3257
DFCA,10000,-1.0507,6.3707
DFCF,1200000,-1.4490,6.7690
DFCO,1900000,-4.3539,9.6739
DFE,25000,-3.2828,8.6028
DFEB,35000,-2.8769,8.1969
DFEL,1000,5.0700,0.2500
DFEM,1600000,-1.6336,6.9536
DFEN,200000,1.0068,4.3132
DFEV,800000,-1.8784,7.1984
DFGP,25000,-6.7735,12.0935
DFGR,500000,-3.6049,8.9249
DFGX,75000,-1.4067,6.7267
DFH,700000,4.9939,0.3261
DFIC,1500000,-0.4811,5.8011
DFIFF,100000,5.0700,0.2500
DFIHY,300,5.0700,0.2500
DFIN,350000,4.9119,0.4081
DFIP,350000,-1.5779,6.8979
DFIS,300000,-3.0795,8.3995
DFIV,1700000,4.6934,0.6266
DFJ,150000,-2.2003,7.5203
DFKCY,20000,-0.6007,5.9207
DFLI,20000,-10.9727,16.2927
DFLV,200000,-2.0782,7.3982
DFLY,900,5.0700,0.2500
DFMTF,250000,-4.2041,9.5241
DFND,15000,-1.3884,6.7084
DFNL,15000,-0.1024,5.4224
DFNM,100000,3.5111,1.8089
DFP,150000,-10.0486,15.3686
DFRA,21,5.0700,0.2500
DFS,2500000,5.0700,0.2500
DFSD,800000,-5.0419,10.3619
DFSE,65000,-3.1109,8.4309
DFSI,25000,0.0662,5.2538
DFSU,250000,-1.4899,6.8099
DFSV,1200000,-2.8769,8.1969
DFTC,100000,5.0700,0.2500
DFUS,1000000,1.2463,4.0737
DFUV,3700000,-2.2796,7.5996
DFVE,30000,-48.9437,54.2637
DFVX,2000,-1.6591,6.9791
DG,2100000,5.0700,0.2500
DGCB,200000,-1.7910,7.1110
DGCRF,450000,5.0700,0.2500
DGCT,25000,5.0700,0.2500
DGHG,35000,5.0700,0.2500
DGHI,500000,-30.8252,36.1452
DGICA,100000,4.7642,0.5558
DGICB,8000,-2.2003,7.5203
DGIF,200,5.0700,0.2500
DGII,400000,4.9093,0.4107
DGIN,2000,0.8443,4.4757
DGIX,600,5.0700,0.2500
DGLPQ,550000,5.0700,0.2500
DGLY,65000,-6.2704,11.5904
DGMA,10000000,5.0700,0.2500
DGNG,3000,5.0700,0.2500
DGNOF,20000,-1.7558,7.0758
DGP,35000,4.9985,0.3215
DGRE,25000,-1.8360,7.1560
DGRI,10000000,5.0700,0.2500
DGRO,1100000,4.8935,0.4265
DGRS,55000,-7.4722,12.7922
DGRW,450000,4.4926,0.8274
DGS,1100000,4.8000,0.5200
DGT,2000,-5.0311,10.3511
DGTHF,150000,5.0700,0.2500
DGTW,10000000,5.0700,0.2500
DGWIY,300000,3.0021,2.3179
DGWR,900,5.0700,0.2500
DGX,1000000,4.9119,0.4081
DGZ,15000,1.5014,3.8186
DH,650000,4.9480,0.3720
DHAC,5000,-9.0375,14.3575
DHBUF,700000,2.3121,3.0079
DHC,1500000,4.9469,0.3731
DHCA,20000,3.3476,1.9724
DHCAU,3000,4.1000,1.2200
DHCC,100000,5.0700,0.2500
DHCNI,200000,-154.1564,159.4764
DHCNL,200000,-2.9094,8.2294
DHF,750000,-3.6928,9.0128
DHI,3100000,4.9119,0.4081
DHIL,15000,5.0154,0.3046
DHLGY,80000,-3.1926,8.5126
DHPIQ,100000,5.0700,0.2500
DHR,5700000,5.0700,0.2500
DHS,150000,1.4379,3.8821
DHSM,9400000,5.0700,0.2500
DHT,2300000,4.9086,0.4114
DHX,250000,4.6830,0.6370
DHY,650000,-16.9443,22.2643
DIA,450000,5.0700,0.2500
DIAAF,85000,5.0700,0.2500
DIAH,500,5.0700,0.2500
DIAL,25000,-27.6396,32.9596
DIAX,200000,0.1003,5.2197
DIBS,850000,4.6827,0.6373
DIDG,10000000,5.0700,0.2500
DIDIY,10000000,-19.5784,24.8984
DIEM,1000,-0.8472,6.1672
DIFTY,3000,-0.5765,5.8965
DIG,70000,-0.1836,5.5036
DIGI,450000,5.0700,0.2500
DIGP,850000,5.0700,0.2500
DIHP,800000,-5.5561,10.8761
DIIBF,20000,4.5309,0.7891
DIISY,2000,-0.5765,5.8965
DIM,20000,-1.6482,6.9682
DIN,200000,4.9119,0.4081
DINO,1500000,5.0700,0.2500
DINT,5000,-2.5005,7.8205
DIOD,850000,4.9010,0.4190
DIOMQ,15000,5.0700,0.2500
DIP,1000,-7.0717,12.3917
DIS,10000000,5.0447,0.2753
DISO,600,-7.6806,13.0006
DIST,10000,-12.4843,17.8043
DISV,650000,-3.4786,8.7986
DIT,8000,-1.9297,7.2497
DIV,300000,-3.0992,8.4192
DIVB,40000,-100.7293,106.0493
DIVD,10000,-5.4479,10.7679
DIVG,700,5.0700,0.2500
DIVI,1000,-13.0574,18.3774
DIVO,400000,4.5655,0.7545
DIVS,20000,-3.8295,9.1495
DIVY,35000,-6.2544,11.5744
DIVZ,45000,-0.5846,5.9046
DJAN,60000,-10.1753,15.4953
DJCB,15000,0.1000,5.2200
DJCO,25000,4.3218,0.9982
DJD,55000,-0.3059,5.6259
DJIA,30000,-8.4248,13.7448
DJJI,15000,5.0700,0.2500
DJP,200000,-1.6591,6.9791
DJUL,200000,-5.9892,11.3092
DJUN,25000,-0.8472,6.1672
DK,850000,4.9119,0.4081
DKAM,10000000,5.0700,0.2500
DKGH,100,5.0700,0.2500
DKGR,1200000,5.0700,0.2500
DKILY,60000,-3.1818,8.5018
DKIN,750000,5.0700,0.2500
DKL,750000,-14.9938,20.3138
DKLRF,20000,-1.7558,7.0758
DKNG,4900000,5.0700,0.2500
DKS,250000,5.0466,0.2734
DKSC,6200000,5.0700,0.2500
DKTS,10000000,5.0700,0.2500
DLA,400000,4.8760,0.4440
DLAD,10000000,5.0700,0.2500
DLAKY,100000,-11.4018,16.7218
DLB,300000,5.0517,0.2683
DLCR,2500000,5.0700,0.2500
DLGI,20000,5.0700,0.2500
DLHC,100000,4.7359,0.5841
DLIAQ,1900000,-19.9422,25.2622
DLICY,500,-18.0322,23.3522
DLMI,500,5.0700,0.2500
DLN,350000,-0.0353,5.3553
DLNDY,3000,-34.2841,39.6041
DLNG,250000,0.6187,4.7013
DLO,1000000,3.3487,1.9713
DLOC,9800000,5.0700,0.2500
DLPM,600000,5.0700,0.2500
DLPN,95000,-5.5449,10.8649
DLPX,65000,5.0700,0.2500
DLR,2400000,5.0380,0.2820
DLS,60000,-9.3266,14.6466
DLTA,8000,5.0700,0.2500
DLTH,600000,4.0216,1.2984
DLTI,1000,5.0700,0.2500
DLTNF,100000,-17.4899,22.8099
DLTR,1300000,5.0614,0.2586
DLUEY,300,5.0700,0.2500
DLX,600000,5.0196,0.3004
DLY,700000,-13.2561,18.5761
DLYT,300000,5.0700,0.2500
DMA,200000,-51.2121,56.5321
DMAC,800000,3.4771,1.8429
DMAN,10000000,-8.2510,13.5710
DMAR,45000,-14.6738,19.9938
DMAT,20000,-3.5491,8.8691
DMAY,4000,1.8921,3.4279
DMB,200000,-5.2639,10.5839
DMBS,6000,-26.6924,32.0124
DMCD,200000,5.0700,0.2500
DMCY,10000,-1.6591,6.9791
DMDD,650000,5.0700,0.2500
DMEC,150000,5.0700,0.2500
DMEHF,550000,-10.6346,15.9546
DMF,5000,0.1706,5.1494
DMFG,700,5.0700,0.2500
DMGGF,800000,-13.5594,18.8794
DMHI,5200000,5.0700,0.2500
DMIFF,150000,5.0700,0.2500
DMKPQ,150000,-49.0009,54.3209
DMLP,450000,2.1616,3.1584
DMNM,5000,5.0700,0.2500
DMO,150000,1.1885,4.1315
DMRC,550000,4.3892,0.9308
DMSI,75000,5.0700,0.2500
DMSL,10000,-125.2578,130.5778
DMTK,700000,-3.6321,8.9521
DMXCF,95000,-2.9635,8.2835
DMXF,35000,-2.3807,7.7007
DMYY,3000,3.7536,1.5664
DNA,300000,4.5191,0.8009
DNAG,5100000,5.0700,0.2500
DNAX,3500000,-7.9262,13.2462
DNB,1000000,5.0700,0.2500
DNBBY,450000,-2.0796,7.3996
DNCVF,850000,-3.9902,9.3102
DNDT,8000,5.0700,0.2500
DNIYY,600,5.0700,0.2500
DNKEY,15000,-19.5207,24.8407
DNL,30000,-4.5924,9.9124
DNLI,450000,4.9297,0.3903
DNLMY,3000,5.0700,0.2500
DNMR,200,-57.4232,62.7432
DNN,10000000,4.6612,0.6588
DNNGY,1000,-15.4304,20.7504
DNOPY,20000,-0.6512,5.9712
DNOV,100000,0.0213,5.2987
DNOW,1500000,5.0700,0.2500
DNP,1200000,-0.5714,5.8914
DNPLY,1000,-4.8857,10.2057
DNRG,8400000,5.0700,0.2500
DNTH,350000,-0.1029,5.4229
DNTUY,150000,-6.8010,12.1210
DNUT,6300000,4.3261,0.9939
DNZOY,500000,-12.4735,17.7935
DO,1800000,4.9119,0.4081
DOC,1800000,4.9119,0.4081
DOCKF,100,5.0700,0.2500
DOCN,450000,5.0371,0.2829
DOCRF,350000,-10.4333,15.7533
DOCS,850000,4.9380,0.3820
DOCT,70000,-9.5938,14.9138
DOCU,4500000,5.0700,0.2500
DOG,25000,-1.7594,7.0794
DOGG,15000,-6.5304,11.8504
DOGZ,8000,-44.3828,49.7028
DOL,70000,-1.4182,6.7382
DOLE,8600000,4.0297,1.2903
DOLLF,650000,-17.4091,22.7291
DOMA,55000,-2.1094,7.4294
DOMH,100000,-0.5232,5.8432
DOMK,10000000,5.0700,0.2500
DOMO,600000,4.9119,0.4081
DOMR,25000,5.0700,0.2500
DON,250000,-8.4140,13.7340
DOOO,55000,4.9119,0.4081
DOOR,550000,4.5655,0.7545
DORM,300000,4.8361,0.4839
DOSEF,50000,1.4268,3.8932
DOUG,3000000,4.1703,1.1497
DOV,1100000,4.9119,0.4081
DOW,6600000,5.0407,0.2793
DOX,1200000,4.7387,0.5813
DOYU,10000000,4.2161,1.1039
DPAT,100000,5.0700,0.2500
DPBE,1400000,5.0700,0.2500
DPCS,4000,4.0242,1.2958
DPER,2600000,5.0700,0.2500
DPFD,1700000,5.0700,0.2500
DPG,300000,-5.8524,11.1724
DPLS,10000000,-10.8490,16.1690
DPMLF,100000,4.2746,1.0454
DPNEY,300,5.0700,0.2500
DPRK,65000,5.0700,0.2500
DPRO,3400000,-4.8514,10.1714
DPSI,50000,2.0999,3.2201
DPSM,600,5.0700,0.2500
DPST,150000,4.5890,0.7310
DPUI,2000000,5.0700,0.2500
DPUKY,1000,5.0700,0.2500
DPWW,3200000,5.0700,0.2500
DPXCF,1000,-23.7484,29.0684
DPZ,500000,5.0088,0.3112
DQ,10000000,4.9070,0.4130
DQJCY,20000,-7.2667,12.5867
DQWS,7000,-1.3933,6.7133
DRCMF,45000,-1.7558,7.0758
DRCR,1200000,-8.8793,14.1993
DRCT,30000,-125.3537,130.6737
DRD,650000,4.7534,0.5666
DREM,75000,5.0700,0.2500
DRFS,100000,5.0700,0.2500
DRGG,950000,5.0700,0.2500
DRGN,10000,5.0700,0.2500
DRGV,10000000,5.0700,0.2500
DRGZ,300000,5.0700,0.2500
DRH,4200000,4.8722,0.4478
DRI,650000,4.9119,0.4081
DRIO,200000,3.0433,2.2767
DRIP,90000,4.0718,1.2482
DRIV,200000,0.7157,4.6043
DRKOF,300,4.9119,0.4081
DRLL,100000,-26.0323,31.3523
DRMA,100000,-29.9921,35.3121
DRMTY,5000,-2.3086,7.6286
DRMX,250000,5.0700,0.2500
DRN,600000,-23.1617,28.4817
DRNG,5300000,5.0700,0.2500
DRNK,10000000,5.0700,0.2500
DROP,65000,5.0700,0.2500
DROR,1000000,5.0700,0.2500
DRPRY,10000,2.9372,2.3828
DRQ,1900000,4.8522,0.4678
DRREF,4000,-157.6393,162.9593
DRRSF,1500000,3.8560,1.4640
DRRX,250000,0.9573,4.3627
DRS,1200000,5.0201,0.2999
DRSK,20000,-5.4479,10.7679
DRSV,70000,5.0700,0.2500
DRTS,350000,-88.2258,93.5458
DRTTF,1700000,-25.9152,31.2352
DRUG,80000,-105.5814,110.9014
DRUP,1000,1.8117,3.5083
DRV,10000,4.4383,0.8817
DRVN,500000,4.9119,0.4081
DRWN,10000000,5.0700,0.2500
DRYN,4000,5.0700,0.2500
DSAQ,350000,4.0783,1.2417
DSCF,100,-2.0170,7.3370
DSCR,10000000,5.0700,0.2500
DSCSY,10000,-0.4290,5.7490
DSCY,200000,5.0700,0.2500
DSDVY,10000,-11.6426,16.9626
DSEEY,800000,-1.5508,6.8708
DSEN,95000,5.0700,0.2500
DSEP,35000,-7.5670,12.8870
DSFGY,5000,4.5113,0.8087
DSGN,2300000,4.9066,0.4134
DSGR,200000,4.7949,0.5251
DSGX,300000,4.8724,0.4476
DSHK,3800000,2.2428,3.0772
DSHKN,55000,-38.1287,43.4487
DSHKO,45000,-2.7301,8.0501
DSHKP,95000,-12.1481,17.4681
DSHL,150000,5.0700,0.2500
DSI,550000,4.7970,0.5230
DSIIQ,95000,2.7908,2.5292
DSKE,250000,4.0140,1.3060
DSL,950000,0.9590,4.3610
DSM,250000,-13.6788,18.9988
DSMC,10000,-11.1717,16.4917
DSNKY,450000,-6.3126,11.6326
DSNY,30000,-7.2683,12.5883
DSOL,7000,5.0700,0.2500
DSP,650000,4.6081,0.7119
DSRM,500000,5.0700,0.2500
DSS,100000,-8.1122,13.4322
DSTL,200000,-2.6063,7.9263
DSTRF,4000,-9.8618,15.1818
DSTX,8000,-0.5765,5.8965
DSU,150000,-11.1191,16.4391
DSUS,450000,5.0700,0.2500
DSVSF,1400000,-10.2213,15.5413
DSWL,200000,-7.4625,12.7825
DSX,1400000,-2.1677,7.4877
DT,2400000,4.9119,0.4081
DTARF,150000,-14.7201,20.0401
